"","Sample_ID","Project","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"250","TMP_SW_H3_20231002_","TMP","SW","H3","15",NA,NA,5,"20231002",20230929,1128,1055,"6.7198","0.209600748596382",NA,NA,"69.5723","1.96254724964739",NA,NA,"0.1257431461",NA,NA,NA
"251","TMP_SW_F4_20231002_","TMP","SW","F4","15",NA,NA,5,"20231002",20230929,1125,1107,"25.5296","0.796306924516531",NA,NA,"123.0738","3.47175740479549",NA,NA,"0.2224203566",NA,NA,NA
"252","TMP_SW_C3_20231002_","TMP","SW","C3","15",NA,NA,5,"20231002",20230929,1113,1138,"126.034","3.93119151590767",NA,NA,"988.1749","27.87517348378",NA,NA,"1.7856580443",NA,NA,NA
"253","TMP_FW_I5_20231002_","TMP","FW","I5","15",NA,NA,5,"20231002",20230929,1550,933,"4.4138","0.137673112913288",NA,NA,"0.3448","0.00972637517630465",NA,NA,"0.0006490536",NA,NA,NA
"254","TMP_FW_F6_20231002_","TMP","FW","F6","15",NA,NA,5,"20231002",20230929,1141,1013,"4.8182","0.150286961946351",NA,NA,"0.4049","0.0114217207334274",NA,NA,"0.0007576543",NA,NA,NA
"255","TMP_FW_E3_20231002_","TMP","FW","E3","15",NA,NA,5,"20231002",20230929,1543,1006,"6.4537","0.20130068621335",NA,NA,"0.2343","0.00660930888575458",NA,NA,"0.0004493801",NA,NA,NA
"256","TMP_FW_D5_20231002_","TMP","FW","D5","15",NA,NA,5,"20231002",20230929,1531,1017,"4.4258","0.13804741110418",NA,NA,"0.255","0.00719322990126939",NA,NA,"0.000486785",NA,NA,NA
"257","TMP_FW_H3_20231002_","TMP","FW","H3","15",NA,NA,5,"20231002",20230929,1548,951,"6.4876","0.20235807860262",NA,NA,"3.6983","0.104324400564175",NA,NA,"0.0067088281",NA,NA,NA
"258","TMP_FW_C6_20231002_","TMP","FW","C6","15",NA,NA,6,"20231002",20230929,1540,1030,"5.6241","0.175424204616344",NA,NA,"0.8974","0.0253145275035261",NA,NA,"0.0016476018",NA,NA,NA
"259","TMP_C_I5_20231002_","TMP","C","I5","15",NA,NA,5,"20231002",20230929,1506,1218,"4.8548","0.151428571428571",NA,NA,"1.449","0.0408744710860367",NA,NA,"0.002644343",NA,NA,NA
"260","TMP_C_H3_20231002_","TMP","C","H3","15",NA,NA,5,"20231002",20230929,1504,1212,"5.4494","0.169975046787274",NA,NA,"0.259","0.00730606488011283",NA,NA,"0.000494013",NA,NA,NA
"261","TMP_SW_F6_20231116_","TMP","SW","F6","15",NA,NA,5,"20231116",20231113,1152,1148,"47.6611","1.4866219588272",NA,NA,"269.1183","7.59148942172073",NA,NA,"0.4863227681",NA,NA,"clear"
"262","TMP_SW_B4_20231116_","TMP","SW","B4","15",NA,NA,5,"20231116",20231113,1143,1134,"57.4551","1.79211166562695",NA,NA,"353.8215","9.98086036671368",NA,NA,"0.6393814505",NA,NA,"very light yellow"
"263","TMP_SW_H6_20231116_","TMP","SW","H6","15",NA,NA,5,"20231116",20231113,1204,1202,"22.0449","0.687613849033063",NA,NA,"142.0156","4.00608180535966",NA,NA,"0.2566481892",NA,NA,NA
"264","TMP_SW_F6_20231208_","TMP","SW","F6","15",NA,NA,5,"20231208",20231205,1046,1049,"29.5539","0.92183094198378",NA,NA,"127.7845","3.60464033850494",NA,NA,"0.2309325915",NA,NA,"light yellow"
"265","TMP_SW_D5_20231208_","TMP","SW","D5","15",NA,NA,5,"20231208",20231205,1042,1043,"19.8967","0.6206082345602",NA,NA,"79.8801","2.253317348378",NA,NA,"0.1443693407",NA,NA,"light yellow"
"266","TMP_SW_B4_20231208_","TMP","SW","B4","15",NA,NA,5,"20231208",20231205,1038,1031,"23.5173","0.733540237055521",NA,NA,"103.2413","2.91230747531735",NA,NA,"0.1865830291",NA,NA,"very yellow"
"267","TMP_SW_H6_20231208_","TMP","SW","H6","15",NA,NA,5,"20231208",20231205,1101,1217,"11.0075","0.343340611353712",NA,NA,"62.5444","1.76429901269394",NA,NA,"0.1130437308",NA,NA,"yellow"
"268","TMP_SW_H3_20231208_","TMP","SW","H3","15",NA,NA,5,"20231208",20231205,1057,1213,"7.1348","0.222545227698066",NA,NA,"3.2778","0.0924626234132581",NA,NA,"0.0059489846",NA,NA,"light yellow"
"269","TMP_SW_F4_20231208_","TMP","SW","F4","15",NA,NA,5,"20231208",20231205,1050,1208,"15.6761","0.488961322520274",NA,NA,"76.2077","2.14972355430183",NA,NA,"0.1377333139",NA,NA,"yellow"
"270","TMP_SW_C3_20231208_","TMP","SW","C3","15",NA,NA,5,"20231208",20231205,1034,1025,"69.0359","2.15333437305053",NA,NA,"183.5675","5.17820874471086",NA,NA,"0.3317324725",NA,NA,"yellow"
"271","TMP_FW_I5_20231208_","TMP","FW","I5","15",NA,NA,5,"20231208",20231205,1122,1156,"4.5548","0.142071116656269",NA,NA,"0.6241","0.017605077574048",NA,NA,"0.0011537487",NA,NA,NA
"272","TMP_FW_F6_20231208_","TMP","FW","F6","15",NA,NA,5,"20231208",20231205,1126,1208,"5.2059","0.162379912663755",NA,NA,"0.5455","0.0153878702397743",NA,NA,"0.0010117185",NA,NA,NA
"273","TMP_FW_E3_20231208_","TMP","FW","E3","15",NA,NA,5,"20231208",20231205,1113,1137,"7.6841","0.239678727386151",NA,NA,"0.8009","0.0225923836389281",NA,NA,"0.0014732263",NA,NA,NA
"274","TMP_FW_D5_20231208_","TMP","FW","D5","15",NA,NA,5,"20231208",20231205,1107,1126,"5.8569","0.182685589519651",NA,NA,"0.4272","0.0120507757404795",NA,NA,"0.0007979504",NA,NA,NA
"275","TMP_FW_H6_20231208_","TMP","FW","H6","15",NA,NA,5,"20231208",20231205,1124,1204,"9.3451","0.291487835308796",NA,NA,"0.5596","0.0157856135401975",NA,NA,"0.0010371972",NA,NA,NA
"276","TMP_FW_H3_20231208_","TMP","FW","H3","15",NA,NA,5,"20231208",20231205,1117,1148,"7.7706","0.242376793512165",NA,NA,"1.8021","0.0508349788434415",NA,NA,"0.0032823947",NA,NA,NA
"277","TMP_FW_F4_20231208_","TMP","FW","F4","15",NA,NA,5,"20231208",20231205,1115,1144,"8.0342","0.250598877105427",NA,NA,"0.5998","0.016919605077574",NA,NA,"0.0011098386",NA,NA,NA
"278","TMP_FW_C6_20231208_","TMP","FW","C6","15",NA,NA,5,"20231208",20231205,1105,1120,"6.8331","0.213134747348721",NA,NA,"3.1304","0.0883046544428773",NA,NA,"0.0056826328",NA,NA,NA
"279","TMP_C_I5_20231208_","TMP","C","I5","15",NA,NA,5,"20231208",20231205,950,949,"6.3542","0.198197130380536",NA,NA,"0.5431","0.0153201692524683",NA,NA,"0.0010073817",NA,NA,NA
"280","TMP_C_B4_20231211_","TMP","C","B4","15",NA,NA,5,"20231211",20231208,1012,1043,"15.3405","0.478493449781659",NA,NA,"3.0224","0.0852581100141044",NA,NA,"0.0054874768",NA,NA,NA
"281","TMP_C_H6_20231211_","TMP","C","H6","15",NA,NA,5,"20231211",20231208,1000,1023,"4.8134","0.150137242669994",NA,NA,"0.0616","0.001737658674189",NA,NA,"0.0001373112",NA,NA,NA
"282","TMP_C_H3_20231211_","TMP","C","H3","15",NA,NA,5,"20231211",20231208,946,1006,"5.5834","0.174154709918902",NA,NA,"0.3123","0.00880959097320169",NA,NA,"0.0005903261",NA,NA,NA
"283","TMP_C_C6_20231208_","TMP","C","C6","15",NA,NA,5,"20231208",20231205,1013,1015,"6.1506","0.191846537741734",NA,NA,"0.8842","0.0249421720733427",NA,NA,"0.0016237494",NA,NA,NA
"284","TMP_SW_H6_20230807_","TMP","SW","H6","15",NA,NA,5,"20230807",20230804,1242,1006,"31.1078","0.970299438552714",NA,NA,"115.1009","3.24685190409027",NA,NA,"0.2080133263",NA,NA,"yellow"
"285","TMP_SW_H3_20230807_","TMP","SW","H3","15",NA,NA,5,"20230807",20230804,1238,1018,"13.6023","0.424276356830942",NA,NA,"7.9237","0.223517630465444",NA,NA,"0.0143441259",NA,NA,"yellow"
"286","TMP_SW_F4_20230807_","TMP","SW","F4","15",NA,NA,5,"20230807",20230804,1232,1032,"36.636","1.14273237679351",NA,NA,"208.0046","5.86754866008463",NA,NA,"0.3758903122",NA,NA,"light yellow"
"287","TMP_SW_C6_20230807_","TMP","SW","C6","15",NA,NA,5,"20230807",20230804,1223,1053,"67.5477","2.10691515907673",NA,NA,"158.1097","4.46007616361072",NA,NA,"0.2857302279",NA,NA,"clear"
"288","TMP_SW_C3_20230807_","TMP","SW","C3","15",NA,NA,5,"20230807",20230804,1221,1104,"154.3618","4.81477854023705",NA,NA,"1207.9926","34.0759548660085",NA,NA,"2.1828686282",NA,NA,"clear"
"289","TMP_FW_I5_20230807_","TMP","FW","I5","15",NA,NA,5,"20230807",20230804,1305,845,"4.9603","0.154719276356831",NA,NA,"0.0061","0.000172073342736248",NA,NA,"3.70227e-05",NA,NA,NA
"290","TMP_FW_F6_20230807_","TMP","FW","F6","15",NA,NA,5,"20230807",20230804,1313,916,"4.1876","0.130617592014972",NA,NA,"0.0145","0.000409026798307475",NA,NA,"5.22015e-05",NA,NA,NA
"291","TMP_FW_E3_20230807_","TMP","FW","E3","15",NA,NA,5,"20230807",20230804,1433,941,"6.2623","0.195330630068621",NA,NA,"0.0229","0.000645980253878702",NA,NA,"6.73803e-05",NA,NA,NA
"292","TMP_FW_D5_20230807_","TMP","FW","D5","15",NA,NA,5,"20230807",20230804,1249,920,"5.045","0.157361197754211",NA,NA,"0.0494","0.0013935119887165",NA,NA,"0.0001152658",NA,NA,NA
"293","TMP_FW_B4_20230807_","TMP","FW","B4","15",NA,NA,5,"20230807",20230804,1257,953,"4.9651","0.154868995633188",NA,NA,"32.8252","0.925957686882934",NA,NA,"0.0593411364",NA,NA,NA
"294","TMP_FW_H3_20230810_","TMP","FW","H3","15",NA,NA,5,"20230810",20230807,1304,1322,"5.5601","0.173427947598253",NA,NA,"0.8575","0.0241889985895628",NA,NA,"0.0015755025",NA,NA,NA
"295","TMP_FW_F4_20230807_","TMP","FW","F4","15",NA,NA,5,"20230807",20230804,1302,904,"4.1846","0.130524017467249",NA,NA,"32.2465","0.909633286318759",NA,NA,"0.0582954255",NA,NA,NA
"296","TMP_FW_C6_20230807_","TMP","FW","C6","15",NA,NA,5,"20230807",20230804,1245,931,"5.2473","0.163671241422333",NA,NA,"0.4195","0.0118335684062059",NA,NA,"0.0007840365",NA,NA,NA
"297","TMP_FW_C3_20230807_","TMP","FW","C3","15",NA,NA,5,"20230807",20230804,1254,947,"4.7227","0.147308172177168",NA,NA,"0.0706","0.00199153737658674",NA,NA,"0.0001535742",NA,NA,NA
"298","TMP_C_I5_20230807_","TMP","C","I5","15",NA,NA,5,"20230807",20230804,1201,1156,"3.872","0.12077354959451",NA,NA,"0.5934","0.0167390691114245",NA,NA,"0.0010982738",NA,NA,NA
"299","TMP_C_F6_20230810_","TMP","C","F6","15",NA,NA,5,"20230810",20230807,1136,1017,"3.2014","0.0998565190268247",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"300","TMP_C_E3_20230810_","TMP","C","E3","15",NA,NA,5,"20230810",20230807,1140,1036,"4.2896","0.133799126637555",NA,NA,"0.0034","9.59097320169252e-05",NA,NA,"3.21438e-05",NA,NA,NA
"301","TMP_C_D5_20230807_","TMP","C","D5","15",NA,NA,5,"20230807",20230804,1210,1127,"4.9382","0.154029943855271",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
