"","Sample_ID","integration_time_s","dilution_factor","RSU_area_1s","abs_file_id","eem_file_id","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Notes","Deployment_Date_YYYYMMDD","Deployment_Time_24hrs","Collection_Time_24hrs","Total_Volume_mL","EST_EDT"
"185","TMP_C_PW_15CM_POOLED_20220912","2","0.5","2949","TMP_C_PW_15cm_POOLED_20220912_ABS_DilCorr.dat","TMP_C_PW_15cm_POOLED_20220912_EEM_DilCorr_IFE_RamNorm.dat",20220909,20220912,1000,1035,NA,NA,NA,NA,17,NA
"186","TMP_C_PW_15CM_POOLED_20220808","2","0.5","3050","TMP_C_PW_15cm_POOLED_20220808_ABS_DilCorr.dat","TMP_C_PW_15cm_POOLED_20220808_EEM_DilCorr_IFE_RamNorm.dat",20220805,20220808,1400,1500,NA,NA,NA,NA,220,NA
"187","TMP_C_PW_15CM_POOLED_20220718","2","0.5","3103","TMP_C_PW_15cm_POOLED_20220718_ABS_DilCorr.dat","TMP_C_PW_15cm_POOLED_20220718_EEM_DilCorr_IFE_RamNorm.dat",20220714,20220718,1207,1300,NA,NA,NA,NA,100,NA
"188","TMP_C_PW_15CM_POOLED_20220721","2","0.5","3103","TMP_C_PW_15cm_POOLED_20220721_ABS_DilCorr.dat","TMP_C_PW_15cm_POOLED_20220721_EEM_DilCorr_IFE_RamNorm.dat",20220718,20220721,1130,1200,NA,NA,NA,NA,38,NA
"189","TMP_FW_PW_15CM_POOLED_20220912","2","0.5","2949","TMP_FW_PW_15cm_POOLED_20220912_ABS_DilCorr.dat","TMP_FW_PW_15cm_POOLED_20220912_EEM_DilCorr_IFE_RamNorm.dat",20220909,20220912,1125,1207,NA,NA,NA,NA,21,NA
"190","TMP_FW_PW_15CM_POOLED_20220808","2","0.5","3050","TMP_FW_PW_15cm_POOLED_20220808_ABS_DilCorr.dat","TMP_FW_PW_15cm_POOLED_20220808_EEM_DilCorr_IFE_RamNorm.dat",20220805,20220808,1145,1250,NA,NA,NA,NA,223,NA
"191","TMP_FW_PW_15CM_POOLED_20220718","2","0.5","3103","TMP_FW_PW_15cm_POOLED_20220718_ABS_DilCorr.dat","TMP_FW_PW_15cm_POOLED_20220718_EEM_DilCorr_IFE_RamNorm.dat",20220714,20220718,1030,1115,NA,NA,NA,NA,90,NA
"192","TMP_FW_PW_15CM_POOLED_20220721","2","0.5","3103","TMP_FW_PW_15cm_POOLED_20220721_ABS_DilCorr.dat","TMP_FW_PW_15cm_POOLED_20220721_EEM_DilCorr_IFE_RamNorm.dat",20220718,20220721,1230,1251,NA,NA,NA,NA,26,NA
"193","TMP_SW_PW_15CM_POOLED_20220912","2","0.1","2949","TMP_SW_PW_15cm_POOLED_20220912_ABS_DilCorr.dat","TMP_SW_PW_15cm_POOLED_20220912_EEM_DilCorr_IFE_RamNorm.dat",20220909,20220912,1040,1120,NA,NA,NA,NA,0,NA
"194","TMP_SW_PW_15CM_POOLED_20220808","2","0.1","3050","TMP_SW_PW_15cm_POOLED_20220808_ABS_DilCorr.dat","TMP_SW_PW_15cm_POOLED_20220808_EEM_DilCorr_IFE_RamNorm.dat",20220805,20220808,1255,1356,NA,NA,NA,NA,200,NA
"195","TMP_SW_PW_15CM_POOLED_20220718","2","0.5","3103","TMP_SW_PW_15cm_POOLED_20220718_ABS_DilCorr.dat","TMP_SW_PW_15cm_POOLED_20220718_EEM_DilCorr_IFE_RamNorm.dat",20220714,20220718,1120,1205,NA,NA,NA,NA,64,NA
"196","TMP_SW_PW_15CM_POOLED_20220721","2","0.1","3103","TMP_SW_PW_15cm_POOLED_20220721_ABS_DilCorr.dat","TMP_SW_PW_15cm_POOLED_20220721_EEM_DilCorr_IFE_RamNorm.dat",20220718,20220721,1205,1228,NA,NA,NA,NA,50,NA
"197","TMP_SOURCE_ESTUARY_T1_POOLED_20230606","2","1","3338","TMP_SOURCE_ESTUARY_T1_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_ESTUARY_T1_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",632,NA,"EDT"
"198","TMP_SOURCE_ESTUARY_T2_POOLED_20230606","2","1","3302","TMP_SOURCE_ESTUARY_T2_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_ESTUARY_T2_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",1236,NA,"EDT"
"199","TMP_SOURCE_ESTUARY_T3_POOLED_20230606","2","1","3260","TMP_SOURCE_ESTUARY_T3_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_ESTUARY_T3_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",1524,NA,"EDT"
"200","TMP_SOURCE_ESTUARY_T1_POOLED_20230607","2","1","3268","TMP_SOURCE_ESTUARY_T1_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_ESTUARY_T1_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",710,NA,"EDT"
"201","TMP_SOURCE_ESTUARY_T2_POOLED_20230607","2","1","3286","TMP_SOURCE_ESTUARY_T2_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_ESTUARY_T2_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",1346,NA,"EDT"
"202","TMP_SOURCE_ESTUARY_T3_POOLED_20230607","2","1","3268","TMP_SOURCE_ESTUARY_T3_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_ESTUARY_T3_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",1500,NA,"EDT"
"203","TMP_SOURCE_FW_T1_POOLED_20230606","6","1","3224","TMP_SOURCE_FW_T1_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_FW_T1_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",718,NA,"EDT"
"204","TMP_SOURCE_FW_T2_POOLED_20230606","6","1","3276","TMP_SOURCE_FW_T2_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_FW_T2_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",1326,NA,"EDT"
"205","TMP_SOURCE_FW_T3_POOLED_20230606","6","1","3224","TMP_SOURCE_FW_T3_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_FW_T3_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",1511,NA,"EDT"
"206","TMP_SOURCE_FW_T1_POOLED_20230607","6","1","3224","TMP_SOURCE_FW_T1_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_FW_T1_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",611,NA,"EDT"
"207","TMP_SOURCE_FW_T2_POOLED_20230607","6","1","3224","TMP_SOURCE_FW_T2_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_FW_T2_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",1246,NA,"EDT"
"208","TMP_SOURCE_FW_T3_POOLED_20230607","6","1","3276","TMP_SOURCE_FW_T3_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_FW_T3_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,"water in flow thru has one large bubble","NA","NA",1519,NA,"EDT"
"209","TMP_SOURCE_SW_T1_POOLED_20230606","4","1","3338","TMP_SOURCE_SW_T1_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_SW_T1_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",709,NA,"EDT"
"210","TMP_SOURCE_SW_T2_POOLED_20230606","2","1","3268","TMP_SOURCE_SW_T2_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_SW_T2_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",1301,NA,"EDT"
"211","TMP_SOURCE_SW_T3_POOLED_20230606","2","0.666666666666667","3338","TMP_SOURCE_SW_T3_POOLED_20230606_ABS_DilCorr.dat","TMP_SOURCE_SW_T3_POOLED_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,NA,NA,"NA","NA",1502,NA,"EDT"
"212","TMP_SOURCE_SW_T1_POOLED_20230607","2","1","3268","TMP_SOURCE_SW_T1_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_SW_T1_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",621,NA,"EDT"
"213","TMP_SOURCE_SW_T2_POOLED_20230607","2","0.666666666666667","3302","TMP_SOURCE_SW_T2_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_SW_T2_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,"When SW pump cycled, the lines came out brown. Ran it until it came clear again to sample.","NA","NA",1255,NA,"EDT"
"214","TMP_SOURCE_SW_T3_POOLED_20230607","2","1","3268","TMP_SOURCE_SW_T3_POOLED_20230607_ABS_DilCorr.dat","TMP_SOURCE_SW_T3_POOLED_20230607_EEM_DilCorr_IFE_RamNorm.dat",NA,20230607,NA,NA,NA,"NA","NA",1515,NA,"EDT"
"215","TMP_FW_PW_B4_15CM_20230607_PM","2","0.566666666666667","3224","TMP_FW_PW_B4_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_B4_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,934,1723,NA,NA,NA,NA,NA,"EDT"
"216","TMP_FW_PW_C3_15CM_20230607_AM","2","0.8","3256","TMP_FW_PW_C3_15CM_20230607_AM_ABS_DilCorr.dat","TMP_FW_PW_C3_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1640,902,NA,NA,NA,NA,NA,"EDT"
"217","TMP_FW_PW_C3_15CM_20230607_PM","2","0.8","3256","TMP_FW_PW_C3_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_C3_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,902,1734,NA,NA,NA,NA,NA,"EDT"
"218","TMP_FW_PW_D5_15CM_20230607_AM","1","1","3302","TMP_FW_PW_D5_15CM_20230607_AM_ABS_DilCorr.dat","TMP_FW_PW_D5_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1650,921,NA,NA,NA,NA,NA,"EDT"
"219","TMP_FW_PW_D5_15CM_20230607_PM","1","1","3268","TMP_FW_PW_D5_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_D5_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,921,1805,NA,NA,NA,NA,NA,"EDT"
"220","TMP_FW_PW_F4_15CM_20230607_AM","1","1","3302","TMP_FW_PW_F4_15CM_20230607_AM_ABS_DilCorr.dat","TMP_FW_PW_F4_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1716,840,NA,NA,NA,NA,NA,"EDT"
"221","TMP_FW_PW_F4_15CM_20230607_PM","2","0.666666666666667","3302","TMP_FW_PW_F4_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_F4_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,840,1754,NA,NA,NA,NA,NA,"EDT"
"222","TMP_FW_PW_H3_15CM_20230607_AM","2","1","3268","TMP_FW_PW_H3_15CM_20230607_AM_ABS_DilCorr.dat","TMP_FW_PW_H3_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1800,827,NA,NA,NA,NA,NA,"EDT"
"223","TMP_FW_PW_H3_15CM_20230607_PM","2","1","3286","TMP_FW_PW_H3_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_H3_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,827,1654,NA,NA,NA,NA,NA,"EDT"
"224","TMP_FW_PW_H6_15CM_20230607_AM","1","1","3224","TMP_FW_PW_H6_15CM_20230607_AM_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1736,815,NA,NA,NA,NA,NA,"EDT"
"225","TMP_FW_PW_H6_15CM_20230607_PM","1","0.8","3224","TMP_FW_PW_H6_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,815,1643,NA,NA,NA,NA,NA,"EDT"
"226","TMP_FW_PW_I5_15CM_20230607_AM","1","1","3286","TMP_FW_PW_I5_15CM_20230607_AM_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1745,801,NA,NA,NA,NA,NA,"EDT"
"227","TMP_FW_PW_I5_15CM_20230607_PM","2","0.666666666666667","3268","TMP_FW_PW_I5_15CM_20230607_PM_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,801,1704,NA,NA,NA,NA,NA,"EDT"
"228","TMP_SW_PW_B4_15CM_20230607_AM","4","0.666666666666667","3302","TMP_SW_PW_B4_15CM_20230607_AM_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1631,902,"small bubbles in syringe",NA,NA,NA,NA,"EDT"
"229","TMP_SW_PW_B4_15CM_20230607_PM","4","1","3260","TMP_SW_PW_B4_15CM_20230607_PM_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,902,1723,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"230","TMP_SW_PW_C3_15CM_20230607_AM","1","1","3286","TMP_SW_PW_C3_15CM_20230607_AM_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1619,851,NA,NA,NA,NA,NA,"EDT"
"231","TMP_SW_PW_C3_15CM_20230607_PM","2","0.666666666666667","3268","TMP_SW_PW_C3_15CM_20230607_PM_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,815,1733,NA,NA,NA,NA,NA,"EDT"
"232","TMP_SW_PW_D5_15CM_20230607_AM","4","0.666666666666667","3268","TMP_SW_PW_D5_15CM_20230607_AM_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1748,925,"small bubbles in syringe",NA,NA,NA,NA,"EDT"
"233","TMP_SW_PW_D5_15CM_20230607_PM","4","0.666666666666667","3268","TMP_SW_PW_D5_15CM_20230607_PM_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,925,1711,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"234","TMP_SW_PW_E3_15CM_20230607_AM","4","0.666666666666667","3286","TMP_SW_PW_E3_15CM_20230607_AM_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230607_AM_EEM_DilCorr_IFE_RamNorm.dat",20230606,20230607,1658,832,"small bubbles in syringe",NA,NA,NA,NA,"EDT"
"235","TMP_SW_PW_E3_15CM_20230607_PM","4","1","3268","TMP_SW_PW_E3_15CM_20230607_PM_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,823,1703,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"236","TMP_SW_PW_I5_15CM_20230607_PM","1","0.8","3224","TMP_SW_PW_I5_15CM_20230607_PM_ABS_DilCorr.dat","TMP_SW_PW_I5_15CM_20230607_PM_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230607,758,1645,"bubbles in syringe",NA,NA,NA,NA,"EDT"
